Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Carlos Vigaray,6.33,72,D(CLR),7.0,647.0,0.0,1.0,0.0,1.6,0.0,1.9,0.8,1.0,0.3,2.5,0.8,0.1,0.0,0.0,0.1,0.4,0.5,0.0,0.5,0.9,0.6,19.3,72.1,0.5,1.1,0.0,
Pedro Bigas,6.32,74,D(CL),7.0,585.0,1.0,1.0,0.0,1.5,0.0,0.4,0.8,0.5,0.5,2.2,0.4,0.2,0.0,0.0,0.3,0.0,0.4,0.0,0.1,0.1,0.1,29.6,82.4,0.0,4.3,0.0,
Lluís López,6.31,77,D(C),5.0,520.0,0.0,0.0,0.0,2.3,0.0,0.8,1.2,0.8,0.3,3.2,0.5,0.3,0.0,0.0,0.2,0.2,0.3,0.0,0.2,0.2,0.0,40.7,80.7,0.0,3.2,0.0,
Antonio Barragán,6.29,76,"D(R), M(R)",12.0,937.0,0.0,4.0,0.0,0.8,0.0,1.0,0.4,1.5,0.3,1.7,0.7,0.3,0.0,0.0,0.1,0.2,0.6,0.0,0.3,1.0,0.6,37.4,86.0,0.6,1.0,0.0,
Mikel Balenziaga,6.28,75,D(L),6.0,520.0,0.0,0.0,0.0,0.5,0.0,0.9,0.2,0.9,0.1,1.5,0.3,0.2,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.2,0.3,16.1,74.0,0.2,0.4,0.0,
Kevin Vázquez,6.27,68,D(R),2.0,218.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.3,0.8,2.0,0.8,0.8,0.0,0.0,0.0,0.3,1.8,0.0,0.3,0.5,0.3,23.0,77.2,0.3,0.5,0.0,
Toni Lato,6.26,74,D(L),3.0,270.0,0.0,1.0,0.0,0.0,0.0,1.5,1.5,1.0,0.3,2.5,1.0,0.8,0.0,0.0,0.5,0.3,0.5,0.0,0.0,0.8,0.3,35.3,79.4,0.0,2.0,0.0,
Francisco Montero,6.19,64,D(C),4.0,401.0,0.0,2.0,0.0,0.1,0.0,0.9,0.6,0.7,0.6,1.8,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.4,0.0,17.8,75.0,0.0,1.1,0.0,
Ezequiel Muñoz,6.14,71,D(C),2.0,211.0,0.0,0.0,0.0,1.3,0.0,1.0,0.3,1.0,0.3,3.3,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,38.3,81.7,0.0,4.0,0.0,
Rajko Brezancic,6.08,69,D(L),0.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,66.7,0.0,1.0,0.0,
Cristian Ganea,6,70,Defender,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,100.0,0.0,2.0,0.0,
Youcef Atal,7.48,73,"D(R), M(R)",25.0,2261.0,0.0,8.0,0.0,1.6,8.0,2.3,1.9,1.4,0.2,1.3,1.1,0.3,0.0,6.0,1.2,3.5,2.0,0.3,1.1,2.8,0.8,34.9,83.6,0.3,0.9,0.1,
Thiago Mendes,7.27,76,"D(R), M(CR)",35.0,3082.0,5.0,10.0,0.0,0.7,3.0,2.4,1.9,1.1,0.1,1.2,0.9,0.3,0.0,0.0,0.9,0.8,1.9,0.0,0.8,1.0,1.8,56.7,84.8,1.4,3.1,0.1,
Marcelo,7.25,80,D(C),33.0,2880.0,1.0,6.0,0.0,5.2,0.0,1.5,1.9,1.0,0.5,4.5,0.2,0.7,1.0,0.0,0.8,0.2,0.3,0.0,0.2,0.4,0.3,72.2,87.8,0.0,5.2,0.1,
Marquinhos,7.24,84,"D(CR), DMC",30.0,2695.0,1.0,2.0,1.0,2.3,0.0,2.2,1.5,1.0,0.4,2.7,0.7,0.4,0.0,3.0,0.4,0.2,0.3,0.0,0.3,0.2,0.3,75.3,91.9,0.0,4.1,0.1,
"Ronaël Pierre0,00Gabriel",7.19,72,"D(LR), D(LR)",4.0,356.0,0.0,1.0,0.0,1.5,1.0,3.3,0.8,1.0,0.5,3.3,0.3,0.3,0.0,0.0,0.0,0.8,1.5,0.0,0.5,0.5,0.3,39.0,86.5,0.0,2.5,0.0,
Benjamin André,7.18,77,"D(R), M(CLR)",28.0,2502.0,1.0,7.0,1.0,4.9,1.0,3.4,1.8,2.0,0.1,1.6,1.7,0.2,0.0,3.0,0.9,0.7,1.6,0.2,1.3,1.8,0.7,49.4,79.2,0.0,1.7,0.0,
Gabriel,7.14,66,D(C),11.0,1061.0,0.0,1.0,0.0,3.0,0.0,1.3,1.4,1.0,0.5,3.9,0.2,0.4,0.0,1.0,0.7,0.0,0.9,0.0,0.1,0.3,0.2,46.0,85.9,0.0,2.2,0.1,
Ruben Aguilar,7.13,77,"D(R), M(R)",29.0,2531.0,4.0,8.0,0.0,1.0,2.0,3.0,1.3,1.3,0.1,1.6,1.0,0.1,0.0,1.0,0.4,1.2,1.4,0.0,0.9,1.6,1.5,42.6,83.5,1.1,1.9,0.0,
Youssouf Kone,7.13,64,D(L),19.0,1711.0,1.0,3.0,0.0,0.7,2.0,3.4,2.0,0.9,0.3,2.0,1.2,0.2,0.0,0.0,0.3,0.9,1.4,0.1,0.5,0.9,0.8,41.3,83.2,0.9,1.9,0.0,
Mathieu Debuchy,7.12,78,"D(CR), D(CR)",23.0,1948.0,3.0,4.0,0.0,4.0,2.0,1.8,2.0,1.5,0.2,2.4,0.6,0.3,0.0,4.0,0.6,0.4,0.8,0.3,0.5,1.3,0.9,34.8,73.1,0.8,1.3,0.0,
Kenny Lala,7.11,77,"D(LR), M(R)",34.0,3060.0,9.0,4.0,0.0,0.8,3.0,2.3,0.8,1.0,0.2,1.5,0.7,0.3,0.0,5.0,0.7,1.1,1.1,0.0,1.4,2.0,1.8,48.1,80.5,1.4,5.1,0.1,
Almamy Touré,7.1,76,D(CR),4.0,347.0,0.0,0.0,0.0,2.8,0.0,3.3,2.8,1.3,0.3,2.5,1.8,0.3,0.0,0.0,0.5,0.8,0.5,0.0,1.0,1.3,0.5,57.5,85.7,0.3,3.0,0.0,
Marçal,7.1,77,D(CL),12.0,883.0,0.0,2.0,0.0,2.9,1.0,2.1,2.5,0.8,0.0,2.6,0.3,0.3,0.0,0.0,0.4,0.1,0.8,0.0,0.3,0.4,0.3,62.9,87.8,0.2,4.4,0.1,
Ferland Mendy,7.09,78,"D(L), M(L)",27.0,2529.0,1.0,2.0,0.0,1.6,0.0,1.5,1.1,0.9,0.1,1.4,0.1,0.2,0.0,2.0,0.8,1.8,1.5,0.0,1.2,1.2,1.3,54.7,84.5,0.5,3.0,0.0,
Hiroki Sakai,7.09,78,"D(LR), M(R)",26.0,2373.0,4.0,3.0,0.0,3.1,1.0,2.1,1.4,1.2,0.3,2.4,0.9,0.4,0.0,1.0,0.2,0.4,0.9,0.0,0.6,0.9,1.0,43.2,81.6,0.3,1.3,0.0,
Vukasin Jovanovic,7.08,72,D(C),15.0,1378.0,0.0,7.0,1.0,2.6,2.0,1.6,2.3,1.1,0.7,6.5,0.4,0.8,0.0,0.0,0.1,0.3,1.0,0.0,0.0,0.3,0.1,50.0,85.0,0.0,4.3,0.0,
Christophe Herelle,7.07,76,D(C),33.0,2938.0,0.0,9.0,1.0,3.1,0.0,2.2,1.8,1.0,0.5,4.6,0.3,0.5,0.0,0.0,0.5,0.2,1.4,0.0,0.2,0.5,0.2,65.8,88.7,0.1,3.1,0.0,
Thomas Meunier,7.07,82,"D(R), M(R)",19.0,1615.0,3.0,2.0,0.0,1.5,1.0,2.0,0.8,1.0,0.0,1.0,0.6,0.1,1.0,3.0,0.9,0.4,0.2,0.2,0.5,0.6,0.9,37.5,84.5,0.5,1.2,0.0,
Thiago Silva,7.06,88,"D(C), D(C)",24.0,2079.0,1.0,4.0,0.0,2.0,0.0,0.6,1.3,0.8,0.4,3.7,0.2,0.8,0.0,0.0,0.5,0.1,1.0,0.0,0.1,0.2,0.2,75.0,94.2,0.0,3.5,0.1,
Nicolas Pallois,7.04,77,D(C),24.0,2160.0,0.0,8.0,0.0,2.1,1.0,3.2,1.4,1.0,0.2,4.6,1.2,0.6,0.0,2.0,0.8,0.9,0.5,0.1,0.4,0.6,0.2,43.5,77.1,0.0,3.9,0.0,
Renaud Ripart,7.03,70,"D(R), M(L), FW",34.0,3009.0,4.0,2.0,0.0,2.6,3.0,2.0,0.7,1.0,0.1,1.9,1.2,0.2,0.0,8.0,1.8,0.4,1.8,0.2,1.3,2.2,0.8,25.8,73.3,0.3,0.7,0.1,
Dani Alves,7.02,82,"D(R), M(CR)",19.0,1625.0,7.0,4.0,0.0,0.6,0.0,1.8,0.3,1.9,0.1,0.3,1.1,0.2,1.0,1.0,1.2,0.7,1.0,0.2,1.0,1.0,1.4,63.1,85.6,0.7,2.2,0.3,
Ghislain Konan,7.02,75,D(L),20.0,1800.0,1.0,0.0,0.0,1.2,0.0,2.3,2.0,0.8,0.3,2.3,0.8,0.2,0.0,0.0,0.1,1.3,1.5,0.2,0.8,1.8,0.9,34.6,77.5,0.8,1.6,0.0,
Léo Dubois,7.01,77,D(LR),21.0,2044.0,6.0,2.0,0.0,1.2,1.0,2.0,0.9,1.2,0.1,1.9,0.6,0.4,0.0,1.0,0.7,0.5,0.6,0.1,0.5,0.8,1.0,48.6,85.6,1.0,1.8,0.0,
Thilo Kehrer,6.98,77,"D(CR), M(R)",19.0,1896.0,2.0,4.0,0.0,1.9,1.0,2.4,1.1,1.0,0.3,2.3,0.9,0.7,0.0,1.0,0.5,0.1,0.7,0.0,0.3,0.3,0.2,49.5,92.7,0.1,1.4,0.0,
Pablo Martinez,6.98,73,D(CL),32.0,2818.0,1.0,7.0,0.0,2.3,2.0,1.6,1.6,0.9,0.3,3.9,0.6,0.7,0.0,3.0,0.4,0.2,1.5,0.0,0.1,0.3,0.1,49.4,84.2,0.1,5.9,0.0,
Yunis Abdelhamid,6.97,72,D(C),38.0,3420.0,0.0,2.0,0.0,3.0,3.0,1.6,1.7,0.9,0.3,4.8,0.3,0.6,1.0,0.0,0.5,0.6,0.5,0.0,0.2,0.4,0.1,42.2,82.9,0.0,2.8,0.0,
José Fonte,6.97,72,D(C),36.0,3112.0,1.0,5.0,1.0,3.3,1.0,0.8,1.0,0.8,0.5,4.2,0.2,0.7,0.0,3.0,0.9,0.1,0.4,0.0,0.1,0.4,0.2,61.4,87.4,0.0,3.5,0.0,
Frederic Guilbert,6.97,75,"D(CLR), M(R)",33.0,2917.0,2.0,9.0,1.0,2.4,2.0,2.9,2.3,1.7,0.3,3.1,1.2,0.6,0.0,1.0,0.3,0.9,1.1,0.0,0.7,1.3,0.7,31.6,74.2,0.4,1.9,0.0,
Bouna Sarr,6.96,77,"D(R), M(CLR)",25.0,2244.0,1.0,3.0,1.0,1.2,3.0,2.3,1.3,1.3,0.1,1.7,0.6,0.1,0.0,1.0,0.7,1.9,1.1,0.1,1.0,1.4,1.0,37.4,85.2,0.8,1.1,0.0,
Loic Perrin,6.96,80,"D(C), D(C)",31.0,2702.0,1.0,2.0,0.0,2.9,2.0,1.7,1.4,0.8,0.5,3.6,0.4,0.8,0.0,1.0,0.4,0.2,0.6,0.0,0.2,0.3,0.3,51.8,86.1,0.0,3.3,0.0,
"Fode Ballo0,00Toure",6.94,69,"D(L), D(L)",18.0,1595.0,3.0,4.0,0.0,1.6,0.0,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1.0,0.0,0.2,1.7,1.2,0.1,0.8,1.2,1.0,33.6,79.8,0.9,0.9,0.1,
Alexander Djiku,6.94,76,D(CR),31.0,2755.0,0.0,9.0,1.0,2.9,3.0,1.5,2.7,1.6,0.5,5.8,0.6,1.0,0.0,1.0,0.2,0.3,1.4,0.0,0.4,0.5,0.1,45.3,83.0,0.0,4.4,0.0,
Charles Traoré,6.94,67,D(L),13.0,1164.0,0.0,3.0,0.0,2.2,1.0,3.1,1.5,2.0,0.1,2.7,0.8,0.2,0.0,0.0,0.5,0.1,1.7,0.0,0.7,1.1,0.5,32.2,71.8,0.6,1.2,0.0,
Kenny Tete,6.94,78,"D(R), M(R)",12.0,1050.0,3.0,1.0,0.0,1.4,1.0,2.3,1.4,1.5,0.5,2.0,0.5,0.4,0.0,0.0,0.6,0.1,0.9,0.1,0.5,1.4,1.5,48.7,84.0,1.2,1.8,0.0,
Pedro Mendes,6.93,78,D(CR),31.0,2669.0,0.0,7.0,0.0,1.3,0.0,2.3,1.5,1.5,0.4,2.1,0.5,0.7,0.0,1.0,0.3,0.4,1.5,0.0,0.3,0.5,0.3,41.0,82.1,0.1,4.6,0.0,
"Jacques0,00Alaixys Romao",6.92,74,"D(C), M(C)",36.0,3165.0,3.0,8.0,1.0,1.8,2.0,3.2,1.6,2.5,0.0,1.8,1.6,0.4,0.0,0.0,0.4,0.7,2.3,0.0,0.7,1.1,0.3,39.7,79.1,0.1,2.4,0.1,
William Saliba,6.91,63,"D(C), D(C)",13.0,1277.0,0.0,1.0,0.0,1.8,0.0,2.0,1.8,0.6,0.1,2.7,0.5,0.6,0.0,0.0,0.3,0.6,0.7,0.0,0.5,0.7,0.1,40.3,85.6,0.0,2.9,0.0,
Djegui Koita,6.91,68,Defender,1.0,173.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.5,0.0,4.5,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,29.0,70.7,0.0,3.0,0.0,
Damien Le Tallec,6.91,72,"D(C), DMC",31.0,2812.0,0.0,3.0,0.0,2.3,1.0,2.6,1.6,1.5,0.0,1.3,1.6,0.2,0.0,3.0,0.9,0.1,0.7,0.0,0.4,0.6,0.6,34.4,79.1,0.0,2.1,0.0,
Jordan Amavi,6.91,77,"D(L), M(L)",24.0,2178.0,2.0,7.0,2.0,2.6,0.0,2.6,1.6,1.6,0.3,2.8,0.8,0.3,0.0,0.0,0.9,0.8,1.2,0.0,0.9,1.3,0.9,34.5,79.5,0.8,1.3,0.0,
"Fode Ballo0,00Toure",6.9,69,"D(L), D(L)",18.0,1595.0,1.0,3.0,0.0,1.7,1.0,2.6,1.5,0.7,0.6,1.9,0.6,0.4,0.0,0.0,0.2,1.0,1.6,0.1,1.2,1.4,0.4,32.7,77.8,0.2,0.9,0.0,
Franck Tabanou,6.9,71,"D(L), M(L)",2.0,180.0,0.0,0.0,0.0,2.5,0.0,2.0,3.0,1.5,0.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,32.5,76.9,0.0,1.5,0.0,
Diego Carlos,6.9,78,D(C),35.0,3149.0,0.0,8.0,0.0,2.5,1.0,1.7,1.5,1.3,0.6,5.2,0.2,0.9,0.0,1.0,0.9,0.2,0.7,0.1,0.1,0.5,0.3,48.0,82.5,0.1,4.0,0.0,
Abdul Rahman Baba,6.9,74,"D(L), M(L)",11.0,965.0,1.0,3.0,0.0,1.9,2.0,2.4,1.5,1.4,0.1,3.0,0.3,0.3,0.0,1.0,0.5,1.2,1.2,0.0,0.7,1.4,0.4,41.3,79.7,0.4,1.5,0.0,
Serigne Modou Kara Mbodji,6.89,77,D(C),6.0,507.0,0.0,0.0,0.0,2.7,0.0,2.0,1.0,0.3,0.5,4.0,0.3,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.3,0.5,0.2,33.5,78.1,0.0,2.2,0.0,
Mehmet Zeki Çelik,6.89,71,D(R),34.0,2976.0,5.0,5.0,1.0,0.7,0.0,2.6,1.0,1.6,0.3,1.9,1.6,0.1,0.0,1.0,0.4,0.5,0.8,0.0,0.6,0.9,1.0,37.2,76.9,0.6,1.1,0.1,
Vincent Manceau,6.89,74,D(LR),31.0,2790.0,1.0,2.0,0.0,0.6,1.0,3.2,1.4,0.9,0.4,2.3,0.9,0.3,1.0,1.0,0.5,0.4,1.1,0.0,0.5,0.8,0.6,40.5,82.2,0.4,2.0,0.1,
Anthony Briancon,6.88,72,D(C),33.0,2927.0,2.0,9.0,1.0,2.3,0.0,1.4,2.1,0.9,0.4,5.4,0.7,1.2,0.0,2.0,0.6,0.1,0.7,0.0,0.1,0.2,0.2,39.4,81.2,0.1,4.5,0.0,
Issiaga Sylla,6.88,71,"D(LR), M(L)",23.0,1995.0,0.0,5.0,0.0,2.4,1.0,2.3,1.6,1.5,0.3,2.7,1.0,0.4,0.0,2.0,0.7,0.7,0.6,0.1,0.8,1.4,0.7,37.5,77.9,0.4,1.5,0.0,
Damien Da Silva,6.88,77,D(C),32.0,2874.0,1.0,4.0,0.0,2.4,1.0,1.2,1.2,0.8,0.3,4.5,0.2,1.1,0.0,2.0,0.4,0.2,0.7,0.0,0.1,0.2,0.1,42.9,87.8,0.0,2.4,0.0,
Pedro Rebocho,6.87,74,D(L),36.0,3240.0,8.0,4.0,0.0,1.3,1.0,1.7,1.1,0.5,0.2,2.0,0.7,0.4,0.0,0.0,0.5,0.6,0.9,0.0,0.8,0.9,1.5,40.4,79.7,1.8,2.1,0.0,
Ismaël Aaneba,6.87,60,Defender,3.0,206.0,0.0,3.0,0.0,0.3,0.0,4.0,2.7,2.0,0.0,2.3,1.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,1.3,0.7,28.0,64.3,0.7,1.3,0.0,
Dante,6.87,80,D(C),36.0,3227.0,1.0,11.0,0.0,2.1,1.0,1.5,1.1,1.2,0.7,4.2,0.5,0.8,0.0,1.0,0.6,0.1,0.4,0.0,0.1,0.3,0.2,66.6,91.5,0.0,3.4,0.0,
Pierrick Capelle,6.87,75,"D(L), M(CLR)",21.0,1845.0,3.0,2.0,0.0,1.2,2.0,2.0,1.5,1.2,0.1,1.7,1.4,0.1,0.0,3.0,1.1,0.7,0.3,0.0,1.3,1.3,1.0,31.0,83.9,0.7,1.2,0.0,
Ramy Bensebaini,6.86,75,"D(CL), DMC",24.0,2154.0,0.0,9.0,0.0,2.2,0.0,2.8,1.6,1.3,0.1,3.3,0.7,0.4,1.0,1.0,0.7,0.5,1.3,0.0,0.4,1.2,0.4,41.2,77.9,0.3,2.0,0.0,
Christopher Jullien,6.86,72,D(C),34.0,3016.0,0.0,8.0,0.0,4.3,2.0,1.0,1.2,1.3,0.5,5.9,0.6,0.8,0.0,1.0,0.7,0.1,0.5,0.1,0.1,0.4,0.3,43.4,83.0,0.0,3.6,0.0,
Sofiane Alakouch,6.85,68,D(R),23.0,1901.0,0.0,4.0,0.0,0.8,1.0,3.2,1.8,1.2,0.2,1.8,1.1,0.2,0.0,1.0,0.5,0.8,1.3,0.0,0.6,1.2,0.8,32.1,74.3,0.2,1.2,0.1,
Malang Sarr,6.85,75,D(CL),34.0,2995.0,1.0,1.0,0.0,1.6,0.0,1.7,1.9,0.9,0.4,2.7,0.7,0.3,1.0,1.0,0.3,0.3,0.9,0.0,0.3,0.7,0.2,59.5,89.8,0.1,3.9,0.0,
Félix Eboa Eboa,6.85,72,D(CR),27.0,2427.0,0.0,5.0,0.0,3.8,3.0,1.7,1.4,1.0,0.4,4.8,0.2,0.9,0.0,3.0,0.4,0.3,0.6,0.0,0.1,0.4,0.2,35.2,77.4,0.1,2.1,0.0,
Juan Bernat,6.84,76,"D(L), M(CL)",21.0,1838.0,2.0,6.0,1.0,0.6,0.0,1.9,0.8,1.3,0.1,1.2,1.0,0.2,0.0,1.0,0.2,0.7,0.8,0.2,0.9,1.2,0.8,41.6,90.8,0.4,0.6,0.0,
Pablo,6.84,76,D(C),25.0,1943.0,1.0,3.0,3.0,2.8,1.0,1.0,1.3,0.7,0.4,6.7,0.4,0.9,0.0,1.0,0.4,0.3,0.5,0.0,0.2,0.5,0.2,39.2,84.4,0.0,3.5,0.0,
Björn Engels,6.83,75,D(C),33.0,2970.0,1.0,4.0,0.0,3.1,0.0,0.3,1.3,0.6,0.4,5.4,0.3,0.7,1.0,1.0,0.3,0.2,0.5,0.1,0.1,0.3,0.3,39.7,83.8,0.0,3.8,0.0,
Enock Kwateng,6.83,68,"D(R), M(R)",22.0,2040.0,1.0,4.0,0.0,1.5,0.0,2.2,2.6,0.9,0.3,1.6,1.2,0.1,0.0,0.0,0.2,0.8,0.7,0.0,0.5,1.0,0.6,32.3,70.4,0.6,1.1,0.0,
Hilton,6.82,78,D(C),36.0,3233.0,2.0,5.0,0.0,2.2,1.0,0.9,1.8,0.6,0.4,5.3,0.5,0.4,1.0,0.0,0.4,0.1,1.3,0.0,0.1,0.5,0.2,41.7,82.1,0.1,6.6,0.0,
Romain Thomas,6.81,76,D(C),27.0,2395.0,1.0,4.0,0.0,2.4,3.0,1.3,1.1,1.0,0.2,4.6,0.2,0.9,1.0,2.0,0.5,0.0,0.6,0.0,0.1,0.2,0.3,43.2,85.1,0.0,3.6,0.0,
Kamil Glik,6.81,83,D(C),33.0,2970.0,0.0,10.0,0.0,3.2,2.0,1.0,1.8,0.9,0.7,6.0,0.5,0.5,0.0,1.0,0.5,0.1,1.2,0.0,0.1,0.1,0.1,49.2,83.9,0.0,3.7,0.0,
Jonathan Gradit,6.8,67,D(CR),23.0,2013.0,0.0,1.0,0.0,1.5,1.0,2.2,1.9,0.9,0.6,3.1,1.0,0.6,1.0,0.0,0.1,0.9,1.5,0.0,0.5,0.7,0.3,34.2,81.2,0.2,2.3,0.0,
Daniel Congré,6.8,75,D(CLR),37.0,3293.0,2.0,5.0,1.0,2.2,1.0,2.0,1.8,1.0,0.2,2.7,0.8,0.4,0.0,2.0,0.4,0.1,0.8,0.0,0.2,0.5,0.2,41.3,81.9,0.0,3.4,0.0,
Boubacar Kamara,6.8,72,"D(CL), DMC",27.0,2411.0,0.0,6.0,0.0,2.1,2.0,2.2,1.5,0.8,0.5,2.9,0.5,0.4,0.0,1.0,0.4,0.4,1.0,0.0,0.2,0.3,0.2,44.7,86.4,0.1,3.0,0.1,
"Jean0,00Clair Todibo",6.79,64,"D(C), D(C)",10.0,836.0,0.0,2.0,1.0,2.5,1.0,2.1,1.4,1.3,0.4,6.2,0.2,0.5,0.0,1.0,0.2,0.5,0.5,0.0,0.5,0.8,0.1,42.3,84.6,0.0,1.6,0.0,
Mexer,6.78,75,D(C),29.0,2472.0,0.0,3.0,0.0,2.1,0.0,0.8,1.0,0.3,0.4,4.3,0.2,0.6,0.0,0.0,0.2,0.4,0.3,0.0,0.1,0.2,0.1,43.7,89.0,0.0,3.4,0.0,
Hamari Traoré,6.77,74,"D(R), M(R)",33.0,2973.0,2.0,7.0,0.0,1.1,0.0,1.8,1.3,1.5,0.1,2.2,1.0,0.3,0.0,0.0,0.9,0.8,0.8,0.1,0.4,1.2,1.0,43.6,82.5,0.5,2.1,0.1,
Ambroise Oyongo,6.77,74,"D(LR), M(L)",25.0,2141.0,0.0,5.0,0.0,0.5,0.0,1.7,1.5,0.9,0.0,1.7,0.7,0.2,1.0,2.0,0.5,1.1,0.9,0.0,1.0,1.5,0.9,29.1,70.7,0.7,1.1,0.0,
Fouad Chafik,6.77,73,"D(LR), M(R)",21.0,1854.0,2.0,2.0,0.0,0.8,0.0,2.1,1.2,0.7,0.2,3.0,0.6,0.1,0.0,0.0,0.4,0.8,0.9,0.0,0.6,0.9,0.8,33.7,74.7,0.4,1.9,0.0,
Jérémy Morel,6.77,76,D(CL),12.0,1065.0,0.0,4.0,0.0,1.9,0.0,1.3,1.5,1.1,0.5,3.6,0.3,1.2,0.0,0.0,0.3,0.0,0.8,0.0,0.3,0.6,0.3,58.8,88.9,0.0,3.3,0.0,
Jordan Lefort,6.76,69,D(CL),21.0,1805.0,1.0,4.0,1.0,2.8,2.0,1.4,2.0,0.7,0.4,4.5,0.4,0.3,0.0,0.0,0.5,0.3,0.7,0.0,0.3,0.7,0.2,34.4,69.5,0.3,2.3,0.0,
Benjamin Henrichs,6.75,76,"D(LR), M(R)",21.0,1827.0,2.0,3.0,0.0,0.7,0.0,2.6,1.6,1.6,0.2,1.8,1.0,0.0,0.0,1.0,0.5,0.6,1.9,0.2,0.5,1.5,1.0,38.3,74.0,0.5,1.1,0.0,
Jason Denayer,6.75,76,"D(CR), DMC",31.0,2748.0,0.0,2.0,0.0,1.8,0.0,1.1,0.8,0.4,0.4,3.8,0.3,1.0,0.0,2.0,0.5,0.4,0.3,0.0,0.2,0.3,0.2,63.5,93.8,0.0,1.4,0.0,
Théo Pellenard,6.75,68,D(L),6.0,496.0,0.0,0.0,0.0,1.7,0.0,1.8,0.8,1.8,0.2,2.5,0.5,0.3,0.0,0.0,0.2,1.3,0.2,0.0,1.2,0.7,0.7,43.8,82.9,0.5,0.2,0.0,
Jules Koundé,6.75,73,D(C),37.0,3330.0,1.0,4.0,0.0,3.2,0.0,1.3,1.4,0.7,0.4,4.9,0.4,0.6,0.0,0.0,0.4,0.4,0.6,0.0,0.2,0.4,0.3,53.0,80.7,0.0,3.2,0.0,
Adil Rami,6.74,82,D(C),16.0,1414.0,1.0,2.0,0.0,3.8,1.0,0.9,1.1,1.1,0.1,3.1,0.3,0.9,0.0,1.0,0.9,0.3,0.6,0.1,0.1,0.4,0.4,52.7,83.4,0.0,4.1,0.0,
Lima,6.74,75,"D(L), M(L)",28.0,2495.0,4.0,6.0,0.0,1.3,1.0,1.6,0.9,1.5,0.2,1.7,1.1,0.1,0.0,0.0,0.7,0.7,1.0,0.2,1.0,1.8,1.6,39.8,73.3,1.7,2.1,0.0,
Nayef Aguerd,6.74,67,D(C),12.0,1051.0,0.0,4.0,1.0,3.2,1.0,1.3,1.1,1.5,0.9,4.2,0.8,0.8,0.0,3.0,0.8,0.5,0.6,0.0,0.4,0.6,0.2,44.3,78.0,0.2,3.8,0.0,
Valentin Rosier,6.74,74,"D(LR), M(L)",16.0,1458.0,3.0,2.0,0.0,1.0,1.0,2.4,1.8,2.0,0.1,1.8,0.8,0.2,0.0,0.0,0.8,0.9,1.1,0.1,1.3,1.4,0.6,37.0,83.8,0.4,1.3,0.0,
Adama Soumaoro,6.73,74,D(CR),20.0,1730.0,1.0,5.0,1.0,2.0,0.0,0.7,1.1,1.3,0.8,4.4,0.1,0.9,0.0,0.0,0.3,0.3,1.0,0.0,0.3,0.3,0.2,46.3,94.3,0.0,2.0,0.0,
Thomas Foket,6.73,73,"D(R), M(R)",32.0,2880.0,0.0,7.0,0.0,0.9,0.0,2.8,1.5,1.5,0.1,2.2,0.8,0.1,0.0,0.0,0.1,0.3,1.3,0.1,0.5,0.9,0.4,33.1,76.6,0.3,1.2,0.0,
Timothée Kolodziejczak,6.73,75,"D(CL), D(CL)",35.0,3184.0,3.0,7.0,0.0,1.3,0.0,0.9,1.5,0.9,0.3,3.1,0.7,0.3,0.0,3.0,0.5,0.3,0.3,0.0,0.1,0.6,0.4,50.0,82.0,0.3,3.3,0.0,
Maxime Poundjé,6.72,73,D(L),28.0,2536.0,2.0,4.0,0.0,1.4,0.0,1.6,1.0,0.8,0.1,2.2,1.0,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.4,1.0,1.0,35.9,80.1,0.8,1.1,0.0,
Hassane Kamara,6.72,64,D(L),9.0,921.0,0.0,1.0,0.0,0.6,1.0,1.8,0.9,0.8,0.0,2.1,0.2,0.1,0.0,0.0,0.6,1.4,0.6,0.0,0.6,1.0,0.4,22.6,81.2,0.2,0.9,0.0,
