Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Tahith Chong,6.07,65,Midfielder,0,37,0,0,0,80.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,7.5,80.0,0.0,0.0,0.0
Federico Santander,6.92,74,FW,23,2063,3,5,0,60.8,5.1,5,0.6,0.3,1.6,0.0,0.9,0.7,0.1,0,8,2.4,0.1,1.2,0.5,0.8,1.4,1.2,16.7,60.8,0.1,0.2,0.0
Jazz Richards,6.04,69,"D(LR), M(R)",0,129,0,0,0,69.2,0.0,0,0.0,0.5,0.0,0.3,1.3,0.3,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.5,69.2,0.0,0.0,0.0
Stefan Johansen,6.03,74,M(C),4,412,0,4,0,79.7,0.3,0,0.9,0.2,0.5,0.0,0.4,0.3,0.0,0,0,0.1,0.2,0.2,0.0,0.2,0.6,0.1,20.9,79.7,0.1,1.0,0.0
Sebastian Prödl,6.02,74,D(C),0,14,0,0,0,100.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
Rodrigo Palacio,6.92,77,"AM(CLR), FW",26,2335,6,6,0,77.3,1.4,0,0.9,0.2,0.8,0.0,0.5,1.1,0.0,0,3,1.6,1.8,2.3,0.9,2.0,2.6,1.4,25.2,77.3,0.4,0.5,0.0
Jason Puncheon,6.02,72,M(CLR),0,11,0,0,0,75.0,0.0,0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.4,75.0,0.0,0.0,0.0
Loïc Damour,6.01,69,AM(C),0,21,0,0,0,72.7,0.5,0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,5.5,72.7,0.0,1.0,0.0
Carlos Sánchez,6.01,77,"D(C), M(C)",2,240,0,0,0,88.8,0.1,0,0.6,0.1,0.4,0.0,0.7,0.7,0.0,0,0,0.4,0.4,0.1,0.0,0.3,0.1,0.3,20.4,88.8,0.0,1.9,0.0
Pape Souaré,6.0,70,"D(L), M(L)",0,1,0,0,0,100.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0
Rafael Camacho,6.0,61,Midfielder,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyreke Johnson,6.0,60,Midfielder,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Norris,6.0,66,Goalkeeper,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Politano,6.92,81,"AM(LR), FW",31,2568,6,4,0,80.1,0.2,0,0.5,0.4,0.4,0.0,0.2,0.6,0.0,0,5,2.2,1.3,1.2,0.1,0.9,1.4,1.8,33.8,80.1,1.6,1.6,0.0
Antonio Barreca,5.99,75,D(L),0,4,0,0,0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0
Ben Hamer,5.99,67,GK,7,553,0,0,0,44.5,0.4,0,0.0,0.1,0.0,0.0,0.6,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,27.3,44.5,0.0,8.7,0.0
Lars Stindl,6.93,81,"M(CR), FW",19,1513,1,3,0,82.7,0.9,1,1.0,0.6,0.9,0.0,0.6,0.6,0.1,0,3,1.6,0.8,1.4,0.3,0.7,1.9,1.0,35.6,82.7,0.1,1.5,0.2
Ben Wilmot,5.98,59,Defender,0,26,0,0,0,66.7,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,66.7,0.0,1.5,0.0
"Jean0,00Philippe Mateta",6.93,73,FW,29,2495,2,2,0,71.2,3.2,3,0.4,0.1,0.9,0.0,0.6,0.3,0.1,0,14,2.9,1.0,0.9,1.1,1.8,2.9,0.9,13.2,71.2,0.1,0.3,0.0
Paco Alcácer,6.93,81,"AM(R), FW",11,1205,0,0,0,75.2,0.5,2,0.1,0.2,0.2,0.0,0.3,0.2,0.0,0,18,2.0,0.2,0.3,0.3,0.5,0.7,0.6,10.8,75.2,0.0,0.1,0.1
Matty Daly,5.96,59,Midfielder,0,73,0,0,0,58.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.0,58.3,0.0,0.0,0.0
Victor Moses,5.96,78,M(CLR),0,26,0,0,0,76.9,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,6.5,76.9,0.0,0.0,0.0
André Silva,6.93,79,FW,25,2164,0,4,0,72.7,2.5,2,0.3,0.1,1.6,0.0,1.2,0.4,0.0,0,9,2.3,0.5,1.0,0.6,2.1,2.1,1.1,19.9,72.7,0.1,0.1,0.2
Julian Speroni,5.45,68,GK,1,90,0,0,0,37.5,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,37.5,0.0,10.0,0.0
Borja Iglesias,6.93,77,FW,35,3082,3,5,0,70.5,1.8,2,0.6,0.2,1.5,0.0,1.1,0.5,0.2,0,17,2.4,0.6,1.4,1.2,1.8,3.0,1.1,18.2,70.5,0.0,0.4,0.1
Rodrigo Moreno,6.93,83,"M(CLR), FW",29,2534,6,3,1,74.4,1.5,1,0.6,0.1,0.7,0.0,0.5,0.4,0.0,0,8,2.4,1.3,1.2,0.4,1.1,2.0,0.9,25.1,74.4,0.1,1.1,0.1
Bertrand Traoré,6.93,78,"AM(R), FW",24,2125,2,5,0,82.5,0.7,3,1.1,0.4,0.6,0.0,0.4,0.4,0.1,0,7,1.9,1.5,1.3,0.5,1.1,1.9,0.7,29.3,82.5,0.2,0.9,0.1
Ludovic Ajorque,6.93,70,FW,18,1536,1,5,0,74.8,4.2,5,0.7,0.2,1.8,0.0,0.4,0.2,0.0,0,9,1.8,0.4,0.6,0.1,0.9,1.6,0.5,18.1,74.8,0.0,0.8,0.0
Marcel Sabitzer,6.94,81,"AM(CLR), FW",26,2356,3,9,0,70.4,0.7,1,1.5,1.1,0.9,0.0,1.0,0.9,0.1,1,4,2.1,0.5,1.0,0.2,1.5,1.5,1.2,36.9,70.4,0.4,1.3,0.0
Pierluigi Frattali,7.35,67,Goalkeeper,1,90,0,0,0,64.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,64.7,0.0,5.0,0.0
Raúl de Tomás,6.94,76,FW,32,2821,1,5,0,81.7,1.3,3,0.2,0.3,1.8,0.0,1.3,0.4,0.1,0,14,3.5,1.5,1.1,0.5,2.1,2.7,0.5,13.9,81.7,0.0,1.1,0.0
Jamie Vardy,6.94,82,"AM(L), FW",30,2733,4,3,1,65.6,2.0,3,0.4,0.2,0.6,0.0,0.8,0.4,0.0,0,18,2.3,0.4,0.6,1.1,0.6,1.5,0.9,12.2,65.6,0.2,0.2,0.0
Maxi Gómez,6.95,80,FW,33,2964,5,4,1,73.1,4.0,3,0.2,0.1,2.0,0.0,1.2,0.3,0.0,0,13,2.3,0.4,1.9,1.2,1.2,2.1,0.9,19.2,73.1,0.1,0.9,0.1
Moussa Dembele,6.95,76,FW,21,2017,4,1,0,74.6,1.5,1,0.4,0.1,1.1,0.0,0.4,0.3,0.1,0,15,2.7,0.8,0.4,0.5,1.2,2.0,0.9,12.2,74.6,0.2,0.2,0.0
Fabián Ruiz,7.25,81,M(CL),20,1991,4,2,1,89.8,0.6,2,2.0,0.8,0.4,0.0,0.9,1.0,0.1,0,5,1.9,1.3,0.8,0.1,1.1,1.0,2.3,66.6,89.8,0.3,3.2,0.0
Marcus Rashford,6.95,81,"AM(LR), FW",26,2345,6,3,0,78.1,0.9,3,0.7,0.1,0.8,0.0,0.7,0.7,0.0,0,10,2.5,1.3,1.6,0.5,1.4,2.5,1.2,20.2,78.1,0.3,0.5,0.0
Armando Izzo,7.24,76,D(C),37,3274,1,6,0,77.8,3.2,6,2.1,2.4,1.5,0.1,3.8,0.5,0.6,0,4,0.7,0.2,1.6,0.1,0.3,0.4,0.3,49.5,77.8,0.1,4.3,0.0
Ayoze Pérez,6.95,76,"AM(CLR), FW",34,2928,2,2,0,75.9,0.7,3,1.6,1.1,1.2,0.0,0.8,1.2,0.1,0,12,1.5,1.2,1.1,0.2,2.1,2.7,1.2,21.1,75.9,0.1,0.7,0.1
Admir Mehmedi,6.96,76,"M(CLR), FW",20,1701,5,1,0,76.4,1.1,1,1.8,0.5,1.1,0.0,0.2,1.0,0.0,0,6,1.4,0.5,1.5,0.7,1.1,1.7,1.4,26.0,76.4,0.8,1.0,0.1
João Cancelo,7.2,82,"D(LR), M(R)",22,1967,3,6,0,86.2,0.9,2,1.7,0.6,1.3,0.1,1.3,0.9,0.2,0,1,1.0,2.4,1.0,0.0,0.9,1.4,1.4,50.3,86.2,1.0,2.4,0.0
Cristian Ansaldi,7.19,78,"D(CLR), DMC, M(LR)",23,1816,2,3,0,73.3,0.2,2,2.1,0.6,0.9,0.1,0.9,0.6,0.2,0,3,1.6,2.2,1.3,0.1,1.4,2.0,1.5,24.2,73.3,1.7,2.3,0.0
Giacomo Bonaventura,7.16,82,M(CLR),8,651,1,0,0,88.7,1.1,0,0.8,0.9,0.6,0.0,0.9,0.6,0.0,0,3,3.4,1.3,1.0,0.1,1.3,1.5,1.3,45.4,88.7,0.3,1.9,0.0
Lucas Moura,6.96,83,"AM(CLR), FW",25,2128,0,3,0,76.1,1.1,3,1.1,0.8,0.8,0.0,0.8,0.6,0.0,0,10,1.4,1.4,1.5,0.4,1.1,2.1,0.8,22.6,76.1,0.0,0.4,0.0
Domenico Criscito,7.15,80,"D(CL), M(L)",35,3071,4,12,1,75.7,1.3,3,3.1,2.0,1.3,0.3,3.7,0.7,0.3,0,2,0.9,0.6,1.4,0.1,0.3,0.5,1.4,41.4,75.7,0.9,3.5,0.1
Alex Sandro,7.15,86,"D(L), M(L)",28,2392,2,7,0,84.6,1.8,3,2.2,1.2,1.6,0.2,1.9,0.5,0.3,0,1,0.7,0.9,1.6,0.1,0.8,1.1,1.2,51.0,84.6,0.6,2.5,0.0
Tiemoué Bakayoko,7.15,80,DMC,26,2301,1,5,1,86.6,2.4,4,2.3,1.6,1.4,0.0,1.4,1.1,0.2,0,1,0.8,2.0,2.3,0.0,1.4,1.8,0.8,42.9,86.6,0.0,1.3,0.0
"Sergej Milinkovic0,00Savic",7.15,85,"AM(C), AM(C)",29,2405,3,7,1,79.6,3.6,2,1.4,0.9,1.9,0.0,1.5,1.2,0.1,0,5,2.5,1.1,1.1,0.4,1.5,2.1,1.5,45.2,79.6,0.1,2.6,0.2
Allan,7.13,83,DMC,28,2614,3,10,0,89.6,0.4,2,3.2,1.1,1.5,0.0,0.8,2.2,0.4,0,1,0.8,1.2,1.9,0.0,1.3,1.0,1.0,66.2,89.6,0.1,3.2,0.1
Medhi Benatia,7.13,86,D(C),5,450,0,2,0,90.5,3.0,0,1.4,3.2,2.6,0.4,3.4,0.4,1.0,0,0,0.6,0.4,0.6,0.0,0.4,0.0,0.0,63.4,90.5,0.0,4.8,0.0
Ciro Immobile,6.96,87,FW,31,2858,6,6,0,77.4,0.5,3,0.3,0.0,0.7,0.0,0.2,0.1,0.0,0,15,3.4,0.9,1.1,1.1,1.0,2.3,1.5,25.3,77.4,0.1,0.6,0.1
Aleksandar Kolarov,7.12,82,"D(CL), M(L)",32,2906,2,6,0,80.6,1.2,5,1.2,1.2,0.8,0.5,2.1,0.4,0.5,0,8,1.3,0.9,1.2,0.0,0.5,0.8,1.8,48.7,80.6,1.8,2.7,0.0
Adrian Semper,7.12,67,GK,6,540,0,0,0,53.3,0.3,0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.2,53.3,0.0,8.0,0.0
Jorge Molina,6.97,77,FW,28,2651,5,2,0,66.7,2.4,4,0.3,0.2,1.2,0.0,0.7,0.3,0.0,0,14,1.5,0.9,1.2,0.6,1.3,2.3,1.2,19.3,66.7,0.1,0.4,0.2
Robin Gosens,7.11,72,"D(L), M(CL)",23,1947,2,2,0,78.9,1.5,2,2.3,1.4,0.9,0.3,1.7,0.6,0.1,0,3,0.9,0.7,1.1,0.3,0.3,1.4,0.6,34.9,78.9,0.6,1.0,0.0
Erick Pulgar,7.11,77,DMC,27,2363,2,6,1,83.9,1.6,3,2.3,1.8,1.1,0.1,1.8,1.8,0.2,1,6,1.2,0.4,1.2,0.0,0.7,1.2,2.1,51.4,83.9,1.2,3.6,0.0
Merih Demiral,7.11,60,D(C),14,1260,0,3,0,87.0,3.9,1,1.7,1.4,1.9,0.9,5.6,0.2,0.8,0,2,0.5,0.3,0.3,0.1,0.1,0.1,0.1,50.4,87.0,0.0,1.7,0.0
Lucas Leiva,7.11,83,"D(C), M(C)",22,1988,2,7,0,87.9,1.6,2,3.4,2.0,1.7,0.0,1.4,1.5,0.4,0,0,0.6,0.4,0.7,0.1,0.9,0.3,1.1,51.0,87.9,0.4,2.6,0.1
Diego Farias,6.97,73,"AM(CLR), FW",16,1204,4,1,0,81.2,0.2,0,0.7,0.0,0.8,0.0,0.2,0.4,0.1,0,4,2.3,0.8,1.0,0.2,1.2,1.8,1.3,19.3,81.2,0.4,0.4,0.1
Kevin Malcuit,7.11,76,"D(R), M(R)",20,1806,2,3,0,85.9,0.8,1,1.8,1.9,1.0,0.1,2.3,0.5,0.2,0,0,0.5,1.4,0.9,0.1,0.8,1.6,0.9,41.2,85.9,1.0,1.4,0.0
Bartlomiej Dragowski,7.1,83,GK,14,1260,0,2,0,60.0,0.4,3,0.0,0.0,0.1,0.0,1.1,0.1,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.2,60.0,0.0,4.9,0.0
Kevin Strootman,7.09,83,DMC,1,90,0,0,0,77.8,2.0,0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,36.0,77.8,0.0,0.0,1.0
Marcelo Brozovic,7.08,81,M(CR),31,2657,1,10,0,90.1,0.8,4,3.2,1.4,1.5,0.0,0.8,1.7,0.3,0,2,0.8,0.7,0.9,0.0,0.8,1.4,1.6,78.8,90.1,0.8,7.2,0.1
Milot Rashica,6.98,76,"AM(LR), FW",19,1559,5,1,0,69.1,0.3,3,0.9,0.2,1.3,0.0,0.2,0.6,0.1,0,9,2.3,1.3,1.3,0.3,1.3,1.8,1.2,14.7,69.1,1.0,0.3,0.0
Sime Vrsaljko,7.08,81,"D(LR), M(R)",8,726,2,2,0,85.9,1.2,0,2.0,1.1,0.9,0.1,2.1,0.5,0.1,0,0,0.2,0.2,1.0,0.1,0.4,0.8,1.6,49.6,85.9,2.1,1.8,0.0
Alessio Cragno,7.07,78,GK,38,3420,0,1,0,61.0,0.4,8,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,28.3,61.0,0.0,9.6,0.0
Federico Fazio,7.07,82,D(C),31,2805,0,6,0,85.1,3.4,2,0.8,1.6,0.8,0.9,4.9,0.4,1.0,0,5,0.9,0.4,0.4,0.0,0.2,0.5,0.2,41.4,85.1,0.0,2.6,0.0
Germán Pezzella,7.06,71,D(C),32,2852,1,6,0,85.9,3.8,1,1.8,1.9,1.0,0.3,4.8,0.6,0.9,1,2,0.8,0.1,0.8,0.0,0.3,0.5,0.2,50.9,85.9,0.0,3.6,0.0
Kalidou Koulibaly,7.06,87,D(C),35,3134,2,10,1,88.7,2.2,2,1.7,1.1,1.4,0.5,3.9,0.5,0.9,0,2,0.5,0.3,0.5,0.0,0.3,0.5,0.2,71.9,88.7,0.0,4.5,0.0
Ivan Perisic,7.06,85,AM(CLR),30,2707,3,5,0,74.6,1.8,5,1.0,0.7,0.8,0.0,1.4,1.0,0.1,1,8,2.9,0.7,0.3,0.3,0.5,1.5,1.8,33.1,74.6,1.4,1.0,0.1
Steven Nzonzi,7.06,82,M(C),29,2619,2,7,0,87.7,3.4,1,2.2,0.9,1.1,0.0,1.7,0.4,0.8,0,1,0.7,0.4,0.5,0.0,0.4,0.5,0.8,56.3,87.7,0.0,3.2,0.0
Borja Garcés,6.98,64,Forward,0,19,0,0,0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,50.0,0.0,0.0,0.0
Domenico Berardi,6.98,78,"AM(R), FW",32,2885,4,5,1,77.0,0.7,3,1.1,0.7,1.9,0.0,0.7,1.7,0.1,0,8,3.6,1.3,2.6,0.3,1.4,2.2,1.7,34.0,77.0,0.7,1.0,0.1
Federico Chiesa,6.98,78,"M(CLR), FW",34,3038,3,4,0,72.1,0.4,3,1.2,0.3,1.5,0.0,0.1,0.8,0.0,0,6,3.6,2.1,1.6,0.3,1.8,2.9,1.5,22.5,72.1,0.4,0.7,0.1
José Callejón,7.03,84,M(LR),29,2652,10,1,0,86.6,0.3,1,1.0,0.6,0.4,0.0,0.2,1.1,0.1,0,3,1.8,0.4,1.4,0.5,0.6,0.8,2.1,43.8,86.6,1.2,1.9,0.0
Ismaila Sarr,6.99,76,"AM(LR), FW",32,2795,6,6,0,76.5,0.7,3,1.0,0.4,1.0,0.0,0.1,0.5,0.1,0,8,1.5,1.8,2.8,0.3,1.9,2.6,1.1,19.8,76.5,0.3,0.3,0.0
Miralem Pjanic,7.03,86,M(C),27,2288,6,5,1,92.1,0.4,3,1.3,1.2,1.2,0.0,0.6,1.4,0.2,0,2,0.9,0.4,0.7,0.0,0.5,0.8,2.3,62.5,92.1,1.2,5.8,0.1
Lyanco,7.03,71,D(C),13,1122,0,1,1,80.3,2.2,0,2.2,1.7,0.8,0.3,4.3,0.4,1.2,0,1,0.6,0.7,0.2,0.2,0.4,0.6,0.2,40.7,80.3,0.0,3.4,0.0
Remo Freuler,7.02,76,DMC,35,3030,6,4,0,88.2,1.0,0,2.4,1.1,1.2,0.1,1.1,1.2,0.3,0,2,0.9,0.7,2.1,0.0,1.1,1.5,1.3,62.9,88.2,0.1,2.1,0.1
Jasmin Kurtic,7.02,75,M(CL),29,2561,5,9,0,86.1,2.1,1,1.2,0.7,1.2,0.0,1.7,0.9,0.1,0,6,2.1,0.8,1.8,0.0,0.7,1.0,1.2,40.7,86.1,1.2,2.0,0.0
Marten de Roon,7.0,76,DMC,34,2977,3,8,0,87.5,1.5,1,2.9,1.5,1.8,0.1,1.3,1.7,0.3,0,2,0.8,0.2,0.4,0.0,0.3,0.6,0.9,62.5,87.5,0.2,3.5,0.0
Antonio Mirante,7.0,80,GK,11,990,0,0,0,64.3,0.3,0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,25.2,64.3,0.0,7.7,0.0
Lorenzo Pellegrini,7.0,78,M(C),21,1828,3,6,0,80.0,0.8,2,1.6,0.5,1.3,0.0,0.8,0.8,0.1,0,2,1.8,1.0,1.3,0.2,1.3,2.0,2.4,33.9,80.0,1.6,1.4,0.1
Albin Ekdal,6.99,76,M(C),30,2652,0,6,0,86.5,1.8,1,1.9,1.7,1.4,0.0,1.9,1.0,0.4,0,0,0.5,1.1,2.1,0.0,1.0,0.9,0.6,51.5,86.5,0.1,1.7,0.0
Piotr Zielinski,6.99,81,AM(CL),33,2883,2,6,0,90.0,0.4,0,1.1,0.6,0.8,0.0,0.4,0.6,0.1,0,6,2.2,1.0,0.8,0.1,1.1,1.4,1.6,54.8,90.0,0.1,2.4,0.1
Dalbert,6.99,76,"D(L), M(L)",9,778,1,2,0,79.9,2.2,1,3.0,0.7,0.8,0.0,1.2,0.8,0.3,0,0,0.5,0.3,1.5,0.0,0.6,0.7,0.9,37.5,79.9,1.0,1.9,0.0
Dennis Praet,6.99,76,AM(C),33,2896,3,6,0,87.3,0.6,1,1.9,1.1,0.7,0.0,0.8,0.7,0.1,0,2,1.0,1.1,1.2,0.0,1.5,1.2,1.1,51.1,87.3,0.8,1.3,0.1
Callum Wilson,6.99,79,FW,29,2535,9,3,0,67.1,1.5,4,0.3,0.1,1.4,0.0,0.5,0.3,0.1,0,14,2.2,0.6,1.1,0.6,1.5,3.2,1.0,14.7,67.1,0.2,0.1,0.0
Mario Götze,7.0,82,"M(CLR), FW",19,1680,7,0,0,81.5,0.3,0,1.0,0.3,0.8,0.0,0.2,0.8,0.0,0,7,1.1,1.0,1.0,0.5,1.6,1.7,1.6,33.3,81.5,0.3,0.7,0.2
Giorgio Chiellini,6.98,89,D(C),22,1990,1,3,0,84.9,2.1,0,1.0,1.2,0.6,0.2,3.7,0.1,0.6,0,1,0.5,0.2,0.8,0.0,0.4,0.4,0.3,53.4,84.9,0.2,4.4,0.0
Emre Can,6.98,80,"D(CLR), DMC",20,1807,1,7,0,87.1,1.3,1,2.2,1.0,1.5,0.0,1.0,0.6,0.4,1,4,1.1,0.9,0.8,0.1,0.4,0.9,0.7,34.7,87.1,0.2,2.0,0.1
Salvatore Sirigu,6.98,82,GK,36,3170,0,1,0,60.5,0.4,2,0.0,0.1,0.0,0.0,0.9,0.1,0.0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,27.9,60.5,0.0,9.5,0.0
Luka Jovic,7.0,78,FW,25,2249,5,1,0,70.4,1.9,4,0.3,0.1,0.9,0.0,0.9,0.3,0.0,0,17,3.0,0.8,1.3,0.5,1.4,2.3,0.8,18.7,70.4,0.1,0.9,0.1
Tomás Rincón,6.97,77,M(CR),32,2804,1,15,0,78.9,2.4,1,2.2,1.2,2.0,0.0,1.9,1.1,0.1,0,3,1.0,0.8,1.2,0.0,1.0,1.1,0.8,39.5,78.9,0.2,3.4,0.0
Ismael Bennacer,6.96,71,DMC,32,2960,5,7,0,86.4,0.9,1,2.6,1.5,1.2,0.0,0.8,1.2,0.2,0,0,0.5,1.8,1.6,0.0,1.2,1.5,0.9,51.4,86.4,0.4,3.9,0.1
Iván Marcano,6.96,82,D(CL),9,811,0,0,0,87.1,2.8,0,0.8,2.4,1.0,0.6,4.1,0.3,0.6,0,0,0.3,0.3,0.4,0.0,0.2,0.0,0.6,52.1,87.1,0.3,3.9,0.0
Jordan Veretout,6.96,79,M(C),33,2944,3,12,1,81.8,0.9,3,1.9,1.4,1.5,0.1,1.5,0.9,0.2,0,5,1.2,0.6,1.2,0.0,0.8,0.9,2.3,55.0,81.8,1.1,3.9,0.1
Iñaki Williams,7.0,81,"AM(CLR), FW",36,3040,4,3,0,70.3,2.1,5,0.7,0.2,1.1,0.0,0.8,0.4,0.0,0,13,2.0,1.4,1.4,0.6,1.5,2.7,0.8,18.1,70.3,0.2,0.2,0.1
Roberto Gagliardini,6.96,78,DMC,13,1085,0,4,0,87.4,1.9,2,1.2,0.8,1.5,0.0,0.9,0.9,0.2,0,5,1.3,0.3,1.0,0.1,0.5,1.2,0.7,41.8,87.4,0.1,1.2,0.1
Franck Kessié,6.95,79,DMC,34,3021,2,8,0,87.0,1.2,2,1.2,0.8,1.4,0.1,1.5,0.6,0.3,0,7,1.5,1.3,0.9,0.1,1.2,2.1,1.3,49.7,87.0,0.1,1.6,0.0
Pietro Terracciano,6.95,71,GK,2,180,0,0,0,58.3,1.0,1,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,24.0,58.3,0.0,3.5,0.0
Francesco Acerbi,6.95,83,D(C),37,3310,1,3,1,87.0,2.6,2,1.1,1.6,0.6,0.6,4.4,0.1,0.9,0,3,0.5,0.2,1.1,0.1,0.2,0.5,0.3,48.0,87.0,0.0,3.7,0.0
Timothy Castagne,6.95,71,"D(R), M(LR)",21,2003,2,3,0,83.7,0.9,2,2.2,1.0,0.7,0.1,1.6,0.9,0.2,0,4,0.7,0.7,0.5,0.0,1.0,1.2,1.0,36.3,83.7,0.4,0.9,0.0
Nikola Milenkovic,6.94,74,D(CR),34,3010,0,7,0,79.9,3.2,2,1.7,1.4,1.8,0.3,4.0,0.5,0.6,0,3,0.9,0.3,0.6,0.1,0.2,0.6,0.1,48.5,79.9,0.1,3.6,0.0
Nicolas Nkoulou,6.94,80,D(C),36,3215,0,6,1,89.8,2.3,2,1.3,1.9,1.0,0.4,4.7,0.3,0.8,0,2,0.2,0.2,0.8,0.0,0.3,0.2,0.1,39.2,89.8,0.0,2.9,0.0
Kwadwo Asamoah,6.93,79,"D(L), M(CL)",30,2672,1,6,0,89.0,0.7,2,1.4,1.3,0.8,0.3,1.2,0.7,0.1,0,0,0.3,1.3,2.2,0.0,0.7,1.1,1.0,60.5,89.0,0.6,3.5,0.0
Samir,6.93,73,D(CL),21,1800,0,7,0,81.6,2.9,0,2.2,1.6,1.9,0.1,3.9,0.3,0.4,0,2,0.4,0.4,1.2,0.1,0.2,0.8,0.4,33.9,81.6,0.2,1.4,0.0
Manuel Lazzari,6.93,78,M(R),33,2842,8,7,0,82.1,0.3,2,0.9,0.6,0.8,0.2,1.2,0.3,0.2,0,0,1.0,2.0,1.8,0.0,1.3,1.8,1.7,31.1,82.1,2.0,0.6,0.0
Nicola Murru,6.93,72,D(L),34,2937,5,9,0,78.4,1.2,1,2.4,1.2,1.0,0.5,2.1,0.4,0.6,0,0,0.5,0.5,0.9,0.0,0.7,0.6,0.9,46.1,78.4,0.8,2.1,0.0
Emiliano Sala,7.0,78,FW,16,1377,2,0,0,64.2,2.3,2,0.4,0.1,0.8,0.0,1.1,0.4,0.1,0,12,1.9,0.2,1.8,0.7,1.6,2.8,1.2,19.1,64.2,0.1,0.1,0.1
Marcus Thuram,7.0,72,"AM(L), FW",32,2583,1,4,2,73.2,3.5,3,1.4,0.3,1.4,0.0,0.4,0.7,0.0,0,9,1.9,3.2,1.4,0.2,2.9,3.0,1.1,24.5,73.2,0.3,0.3,0.0
Ondrej Duda,7.02,75,"AM(C), FW",30,2575,5,7,0,76.9,1.0,5,1.7,0.5,2.4,0.0,0.4,1.3,0.1,0,11,1.7,1.2,1.4,0.2,1.3,2.3,1.3,37.6,76.9,0.5,1.4,0.1
Cristiano Biraghi,6.92,76,"D(L), M(L)",36,3196,4,8,0,75.9,1.1,1,1.4,1.2,1.0,0.2,2.5,0.6,0.5,0,1,0.9,0.4,0.7,0.1,0.3,1.1,1.7,37.3,75.9,1.7,1.8,0.0
